participant_id,instance_gmt,uuid,mw_label,test_fold_num
BE7-P1003-ND,10/09/2013 17:24:55.895,599fbb3c-f97d-43bd-baa1-e263a25c2792.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:26:05.895,b3e8830a-d35e-4f62-92aa-15c2c5749f27.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:26:33.895,82a04916-3447-46f9-af6b-9880595dbdbe.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:26:47.895,ff413846-963d-43d1-af97-610257619302.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:27:15.895,303d1e45-bd77-460c-a574-5aec421bcdad.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:27:29.895,886cea1e-eb6b-47bd-9cb0-f8e852039ff0.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:28:11.895,69181f58-5a5d-457a-bf47-be37a6c366d8.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:29:07.895,5dffbfc8-2302-460b-8d7a-39aca55a6e7e.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:30:17.895,91f051a4-c9a2-4b43-939f-4afa72d6c9c1.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:30:59.895,5c85e7b3-b116-46d3-aa91-ebb5e33f29b8.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:31:27.895,738480fd-4289-4aba-b9cf-5a9997dfb495.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:31:41.895,12060906-4e71-46e9-9db6-ef3e0087e433.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:32:09.895,17a0fc1f-87ae-4385-89a5-a79ae8286f9f.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:32:51.895,a8af6502-9fc6-4516-843f-b1787dc5c79c.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:33:19.895,6ea1d888-159c-497a-a498-8a6c7a2bb050.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:34:29.895,87210cb7-6812-488b-ae5d-c003aecb9168.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:35:25.895,0cadb459-c4db-47cd-87f3-fa0ab990bf30.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:35:53.895,03f901e6-83de-48b1-aa17-0067d41e6f97.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:36:35.895,eb708568-e1e9-488d-bdf2-46e4ec3e50a8.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:37:31.895,c8c27f5c-2558-4a93-9850-6d45959f861e.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:38:13.895,1c0e26f8-7741-4013-9b33-83618ab7da44.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:38:41.895,f45794dc-f053-4cfa-8077-faceaeada128.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:39:51.895,3e07bbf1-7f8a-4fec-ac33-8d246a47bbce.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:40:05.895,d0381996-7b0d-4d2c-ab7c-4690685f22b9.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:40:33.895,fcb22eab-f026-47f5-ae5e-410592133419.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:41:01.895,83a477aa-49f3-4c26-ad5f-a71c72021ba6.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:41:15.895,813dddf5-a18d-4210-badf-e20d94a0c5e2.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:41:43.895,29432725-c8a4-4c35-b19c-a0d2d27ce143.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:42:39.895,25712489-e7f0-4943-9659-4cf42850f20c.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:43:07.895,d09104e1-1b3a-480f-a950-2bad31df74bb.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:43:21.895,851560a2-e8dc-47b5-8a8f-5caf5ed2c8e2.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:44:03.895,56a8e4b7-bd3d-416c-9753-9f648948fd45.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:44:31.895,a413c8e0-d9ee-4655-8a6e-9b6c6766c7a6.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:44:45.895,62db4c09-a3d9-497a-a015-45e54ace3db8.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:45:13.895,78e8b6e5-8ad9-4fff-8603-48a6bc16ab0b.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:45:41.895,754debe6-3a96-4566-b7f9-32b095a3d30a.mp4,NonMW,3
BE7-P1003-ND,10/09/2013 17:45:55.895,b03006b2-007f-4993-a19c-5cfa180de1ca.mp4,NonMW,3
BE7-P1004-ND,10/09/2013 18:49:42.538,eda40dd3-3b63-4e99-bb1e-dcc510debe21.mp4,MW,1
BE7-P1004-ND,10/09/2013 18:50:46.388,4607175b-89a5-41ad-9e59-f7e54045e38d.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 18:51:42.388,98bc1d5a-0d85-47aa-8cbe-87ca8c4d4374.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 18:52:10.388,e03b86a6-4dbd-40d9-9a0d-3aafdd96bb3e.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 18:52:38.388,d3f047ad-59ed-476c-a3c2-504e696ae7d5.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 18:54:46.043,1dc3e84f-467b-4047-aa67-e732837a1942.mp4,MW,1
BE7-P1004-ND,10/09/2013 18:55:12.388,3133091b-b3f0-4d87-9c56-57e8663954a0.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 18:56:51.455,9216d41c-342f-4eff-bd64-d296255b3a4c.mp4,MW,1
BE7-P1004-ND,10/09/2013 18:57:26.409,ee1d618f-c5e5-424e-a1f1-5502c8fd7148.mp4,MW,1
BE7-P1004-ND,10/09/2013 18:58:00.388,95b24b7d-8293-4728-a13e-e1d5689c9d3b.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 18:58:53.836,304f5155-dd88-477e-8636-df88266bb7a4.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:00:34.388,7ad4a51f-5b83-4018-a44b-21cc2f1efa78.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:01:44.388,45a15df9-7827-431f-a39f-7b4780496757.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:02:19.836,34cfce0d-f572-4c80-9189-12f763cff1fc.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:03:03.565,e16f4a8f-5901-4d9e-b730-b76e1a7e5efd.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:03:27.325,b1186a1d-7f57-4eaf-b328-65ae6d52c46f.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:04:32.127,e1e5949c-cff9-4ed8-ab42-afc65715459d.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:05:39.806,cd2ab07c-8d96-455f-b178-9bf4fd7cf047.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:07:39.574,633be1d9-af3b-4e89-9642-e64de5489e38.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:09:12.388,109f8ab8-380a-4840-80c7-2b81e8a7f840.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:09:51.548,d0c1ea20-e0c4-4afc-be66-2f99ce574616.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:10:52.254,d11c1fe4-6c45-498d-b223-afe1d9e10a13.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:11:46.388,c04bf380-373b-404f-ad38-abb6b1a8e7a3.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:12:14.388,aaff103e-c4d7-4561-8139-e6c94d9ce5e3.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:12:42.388,050ae2a6-4f6a-429e-9c42-24487bc998ac.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:13:17.146,0f28ff2b-ace2-4410-8048-4e9ed70a15ef.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:13:44.244,dc664319-b1eb-439b-83fb-b9f423d07473.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:15:02.388,eaae3f91-60d7-4c35-bb5f-b82bb0a4ac0c.mp4,NonMW,1
BE7-P1004-ND,10/09/2013 19:17:38.142,0ea501dd-4710-49db-9e7e-bb6bc03a0794.mp4,MW,1
BE7-P1004-ND,10/09/2013 19:18:06.345,1eb354c6-adca-402a-9f41-98540a8b6df9.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:50:31.689,f253fae8-faa9-461f-8769-1c5616aa4a41.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:50:46.882,006c38de-d700-463a-bfc3-0b27f98288fa.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:51:22.854,57b49d44-8107-4d2c-a4f9-0be721c971b4.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:52:47.945,07597bf7-554f-429b-a950-a4e6b200da3e.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:54:39.281,8390d61f-6969-4907-a8f5-12ce02b33425.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:55:18.174,c7ef24a7-0762-4668-a607-cbec000ce60e.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:55:42.430,9d33ebe6-db26-4599-8eff-d8cf0db61883.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:57:14.547,f0187e59-8dc2-4c1a-8343-c5a8b1eea843.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:57:43.838,2ffbf2f8-58b9-41b4-b3fd-b01f3b67b306.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:58:45.407,7797fbef-7d30-4d03-aa4e-672741a1d767.mp4,MW,1
BE7-P1006-ND,10/10/2013 15:59:14.516,31b7bb0a-411c-46f0-8936-b881a2c5bee2.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:01:33.112,5ad8f5af-cc05-4201-bcf1-d14c1c5f577a.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:04:27.222,643521d5-5ad2-4cec-974d-179517ddc11c.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:05:00.639,eed6285b-1ffd-41f7-9892-04a4921d449c.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:06:37.730,c72d7fa6-7bd8-4393-b9ae-a7ea2752bb19.mp4,NonMW,1
BE7-P1006-ND,10/10/2013 16:08:29.039,8f2c91fa-5c61-4f44-a85b-8828ce7b506e.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:08:57.730,bc5c1f16-3dcb-430c-9368-a7b851c5dd3e.mp4,NonMW,1
BE7-P1006-ND,10/10/2013 16:09:28.817,b53bb814-f135-4eed-9f00-0cdbd094e3da.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:10:40.843,af5c563f-9cd4-4ff8-9eb8-694eef246325.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:12:41.999,93f919fc-6550-43ef-ac76-f11c0805e648.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:14:19.730,00890601-d13a-4a99-a0b9-bfa37ba2b775.mp4,NonMW,1
BE7-P1006-ND,10/10/2013 16:15:13.277,0a6f6e0b-5e89-482d-93d9-fa304cf20c49.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:17:36.068,df1479c3-7175-4899-b351-f851ef0ea09a.mp4,MW,1
BE7-P1006-ND,10/10/2013 16:18:03.730,e14c65a2-9e94-4c56-be99-632f5a84e926.mp4,NonMW,1
BE7-P1007-ND,10/10/2013 19:03:16.882,707dd7d8-7e35-42e6-be5e-e2e9caf3f018.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:04:26.882,02effafe-2761-49ff-9551-fdf524e67c75.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:04:40.882,1fb7cb5b-7b1f-42fa-a3bd-bd7074ece713.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:05:08.882,576314a8-50f1-4a27-8714-071e32956313.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:05:50.882,1945a977-c1b1-4780-81f4-7f4c538488a7.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:06:04.882,a9086148-a88c-4919-a2f8-1a6fa5ec6eeb.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:06:46.882,019600ce-28b0-4f32-9963-e216dc2591c8.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:07:28.882,f485d28d-4e69-4c92-b31a-130efc8ea907.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:07:42.882,9e067395-dcd7-4a04-9ee7-b87d285d7642.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:08:24.882,e45b2270-a58a-4ee2-878d-5d9a47f1ffdc.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:09:06.882,9c1f6cb5-f92a-4115-ab35-148a50d87325.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:09:48.882,5ee73f37-8626-42b5-881f-5b1417610573.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:10:16.882,c36d6b7c-1760-475f-b7da-3e818ddeb57b.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:10:30.882,d4d8cfb0-ddb1-4fa8-88db-6dba0508517b.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:11:40.882,d0919fb3-a771-4bbd-99fb-811bef3b66f1.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:12:22.882,1b34d78c-f49d-4e9b-b9d3-8bb95c916f00.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:12:54.924,18352ca0-cbd1-4031-8dcb-5f85922dfaa5.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:13:32.882,84ac6801-f13f-4968-866c-ebef0f56912f.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:15:10.882,7a9b0d5d-6088-4e67-941a-e4604ab1a56b.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:15:52.882,22fad0df-de2d-4723-bd42-041353a703cf.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:16:48.882,94f16c60-8b58-40f6-9ac4-5b490ec2f6ac.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:17:48.480,621afe1d-d7da-4804-a5bd-487825a70d71.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:18:38.221,063e1c51-9794-4b7e-b381-2dd201bffa97.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:19:22.882,1b820d07-b37a-414e-ada9-06ebaa1d26f1.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:20:11.019,88b9863c-3657-4313-ac57-6e98a88915ce.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:20:26.608,19df0744-a331-43d2-be32-e7a0f44abdb2.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:21:32.305,c9f759f9-8373-4c07-bf0f-9181e9f76f60.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:22:15.030,34db6729-1539-4913-894b-86ba67e31fe0.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:23:10.947,d7a8d621-7d7a-4284-916b-f8287cccebad.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:23:34.882,2b005bba-1275-4115-b924-cfcd81936565.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:24:05.448,723dff39-be1b-4dd3-ab44-055f266ed8a2.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:25:58.142,27544669-84d2-44ce-92f6-ab5adbfa3d56.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:26:53.499,f4733266-d133-489f-ac49-bea81d29974e.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:27:43.106,4fadb9ac-95ec-495f-917e-62f2dd44a108.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:28:00.882,5d2261d4-2a5c-4bb5-9cc0-55d06dfd2d76.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:28:53.117,4e6f91fd-8309-4db8-a383-22e6f9b05fbe.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:29:24.195,611baa00-7e9b-4ddc-906b-ecb7526a102d.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:29:52.169,1b7310dc-a2c5-422d-a5ce-9e93fb8a0191.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:31:13.908,eace5155-63e7-4547-8448-0a7bbb0502f4.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:31:44.317,59396303-698b-41ea-8a9d-bfd3905b6305.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:32:26.183,16b4334b-e345-4c79-a40d-d9dede406744.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:32:41.840,01641033-44e9-42c3-beae-68229818847a.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:33:07.377,d8b50fa9-2f86-46dd-b9a6-3ca0ee5f043f.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:33:50.882,6044cff0-ddea-4310-9964-4dfd09538f5e.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:34:04.882,c3215898-758b-403b-af5d-438d5aeb9047.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:34:42.851,0a04688d-63d9-4110-a353-4c94eed3bde5.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:35:26.213,56f0fa85-8783-431a-b7c7-2886bbee3547.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:36:14.119,9c66d443-d8bc-4138-a942-1fed0c3e3565.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:36:32.976,0811cc98-eae0-4d04-8f2b-a982c04efc46.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:37:10.657,101aaec4-db29-4832-8919-b4cb6ca96011.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:37:30.058,d00595c5-c85d-41e1-983e-26e4ebbcdb56.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:38:16.882,59c4c967-e919-48c1-a063-7e6f4c3e49f5.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:38:53.781,21c120b8-3199-496e-afc2-4b8dbd4d538c.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:39:26.882,6901c968-4165-453c-b477-906b0f22fc56.mp4,NonMW,3
BE7-P1007-ND,10/10/2013 19:40:04.991,924251b9-abad-4c57-b362-36155c58b965.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:40:25.832,e49a6d18-2528-436b-bcd1-7f154d3d3b48.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:41:01.475,16fde7e4-4af3-4c57-b791-dc3b94e911f9.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:41:52.590,2ec67e47-1413-4cae-b954-73da60ef69a8.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:42:13.443,784079fe-580d-4aa6-ac1a-3a9b41e26522.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:43:31.143,bdd23b9b-0677-47fb-8fcf-2355f3f458b6.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:44:20.232,1d5b1cc2-2c96-4a6e-a012-02a304927abf.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:44:44.561,a3981171-9a41-4b25-9d1f-99db0c2338ce.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:45:01.378,848d0e57-17db-4c1d-b027-322cf2f13e49.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:45:33.211,379a67a1-35b2-495e-8e7d-db44b302d406.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:46:09.861,1485ebb6-1b53-44a7-9081-f56688b5c6fe.mp4,MW,3
BE7-P1007-ND,10/10/2013 19:47:05.070,07a90e16-9d33-4aef-abf1-eb16ea58f6bc.mp4,MW,3
BE7-P1008-ND,10/11/2013 16:07:42.609,111c9970-40b9-49ab-9257-6a0b042e8ca3.mp4,NonMW,1
BE7-P1008-ND,10/11/2013 16:13:45.282,d13a3cfe-ebd2-4807-bc16-39bb7923417c.mp4,MW,1
BE7-P1008-ND,10/11/2013 16:24:16.609,2d698768-659a-4889-96a7-6ec664d7e3c5.mp4,NonMW,1
BE7-P1008-ND,10/11/2013 16:26:23.475,3024af36-9f63-43f4-bff9-ebae693d8c60.mp4,MW,1
BE7-P1008-ND,10/11/2013 16:30:58.507,1a8180fc-b177-4987-9ce9-38972cb83a95.mp4,MW,1
BE7-P1011-ND,10/17/2013 14:24:42.365,e873a3ea-723c-4348-ba6e-6ea95b89f8b2.mp4,NonMW,3
BE7-P1011-ND,10/17/2013 14:27:05.442,be1ebcf4-99b9-4122-bff0-16a0a70cb8c4.mp4,MW,3
BE7-P1011-ND,10/17/2013 14:29:52.072,9446dfbb-597e-4d2b-abcb-8415b05f7b31.mp4,MW,3
BE7-P1011-ND,10/17/2013 14:35:50.097,661cdfeb-ce47-4bf4-9529-dd06f47739bb.mp4,MW,3
BE7-P1011-ND,10/17/2013 14:39:53.718,7223353f-f192-406e-b686-d6cc38c6e7dd.mp4,MW,3
BE7-P1012-ND,10/17/2013 15:52:34.271,69cf4a29-846f-4ba8-a9a9-5f43352064b8.mp4,MW,3
BE7-P1012-ND,10/17/2013 15:57:35.565,018900fd-2a8b-4736-a3ed-d47311b19a0d.mp4,MW,3
BE7-P1012-ND,10/17/2013 15:58:08.427,d9e220b6-af1a-470a-9bda-32e05ff91e08.mp4,MW,3
BE7-P1012-ND,10/17/2013 15:59:25.094,36ee8f74-d5b8-4058-b39c-f6016ad3cd94.mp4,MW,3
BE7-P1012-ND,10/17/2013 16:00:12.395,eff5ba3d-3bc3-4088-b0de-e2fb96f7a032.mp4,MW,3
BE7-P1012-ND,10/17/2013 16:00:35.178,968d298e-8d26-4476-8479-a2dced4d003c.mp4,MW,3
BE7-P1012-ND,10/17/2013 16:00:49.473,c1899dbe-528d-4162-a1c1-efd3b9edc091.mp4,MW,3
